Codigo-N;DIRECCION;ACTIVIDAD - Nombre Sede Nuevo;Ambito;TELEFONO Principal;Respaldo Movil / NGN/ RDSI Local;POBLACION;PROVINCIA;NIF;DISTRITO POSTAL;DISTRITO TARIFICACION;TIPO CONEXIÓN;SERVICIOS Prestados;ESTADO julio 2018;CRITICIDAD;Horario Servicio;Contacto Centro Fijo;Conatcto Centro Móvil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2856;Avda. Ojos Negros s/n;C.R.A. Cuna del Jiloca - Villafranca del Campo;C. Educa.;978864120;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2243;C/ la Iglesia 2;C.R.A. Turia - Villalba Baja;C. Educa.;978660209;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2608;Plaza Mayor s/n;C.R.A. El Mirador - Villalengua;C. Educa.;976847027;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0631;C/ Madre Martina, 5;Centro Salud Villamayor;Salud;976582841;976696233;;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;699471983 / 710105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2167;C/ Calera 30;C.E.I.P. Mariano Castillo - Villamayor;C. Educa.;976589714;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0079;Camino de la Selva;Albergue Juvenil Santa Mª del Pilar;Admon.;378016;;;Huesca;LS5011001D;22870;2268;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2475;C/ Camino la Fuente s/n;C.E.I.P. Collarada - Villanúa;C. Educa.;974378043;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0630;C/ Gomez Acebo, 136;Consultorio Villanueva de Gallego;Salud;976185037 / No AMT;;;Zaragoza;;;;;D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2448;C/ Pirineos, 10;C.E.I.P. Pintor Pradilla - Villanueva de Gállego;C. Educa.;976180178;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2864;C/ Rigoberta Menchú s/n;Secc. I.E.S. Gallicum - Villanueva de Gállego;C. Educa.;;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2903;C/ Manuel de Falla s/n;Secc. I.E.S. Gallicum - Villanueva de Gállego;C. Educa.;976180698;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2449;Avda. Zaragoza 29;C.E.I.P. San Blas - Villanueva de Huerva;C. Educa.;976143493;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2474;C/ El Salvador 5;C.E.I.P. Miguel Servet - Villanueva de Sigena;C. Educa.;974578420;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0198;C/ Mayor, 2;Mayor, 2;Admon.;7078055;;;Teruel;LS5011001D;44114;4461;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2229;C/ Las Eras s/n;C.R.A. Sierra de Albarracín - Villar del Cobo;C. Educa.;;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2261;C/ Fernando Hue s/n;C.R.A. Alto Maestrazgo - Villarluengo;C. Educa.;978773109;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0599;C/ Gasca, s/n;Centro Salud Villarroya de la Sierra;Salud;976899429;;;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;669904136 / 770215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2333;C/ Herrero Fontana 8;C.P.E.P.A. de Cella - Villarquemado;C. Educa.;978867174;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2343;C/ Larga s/n;C.R.A. Cuna del Jiloca - Villarquemado;C. Educa.;978867245;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2450;C/ En Medio s/n;C.E.I.P. Fernando El Católico - Villarreal de Huerva;C. Educa.;976807069;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2604;Avda. Cooperativa 8;C.R.A. Río Ribota - Villarroya de la Sierra;C. Educa.;976899241;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2276;C/ Rambla s/n;C.R.A. Palmira Pla - Villarroya de los Pinares;C. Educa.;978778201;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2244;C/ El Paso s/n;C.R.A. Turia - Villaspesa;C. Educa.;978611973;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2239;C/ El Maestro s/n;C.R.A. Turia - Villastar;C. Educa.;978680320;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0622;C/ Juan Alegre, 3;Centro Salud Villel;Salud;978680057;978223908;;Teruel;;;;;L, V, D;activo;ES. REMOTO;24x7;;676629737 / 730067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2240;C/ Nueva s/n;C.R.A. Turia - Villel;C. Educa.;978680315;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2317;C/ Escuelas s/n;C.R.A. Bajo Martín - Vinaceite;C. Educa.;978823140;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151;C/ El Pilar s/n;C.R.A. Teruel Uno - Visiedo;C. Educa.;978779225;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2665;C/ Buen Suceso s/n;C.R.A. del Ebro - Zaida (La);C. Educa.;976178606;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1725;PLAZA CONSTITUCIÓN, 1 - 2º;AGRUP. SECR. JUZGADOS DE ZAIDÍN;Externo;974478535;;;HUESCA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2473;Avda. San Antonio Abad 37;C.E.I.P. San Juan Bautista - Zaidín;C. Educa.;974478208;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0001;Plaza de los Sitios nº 7;Edif. Plaza de los Sitios;Admon.;976715932;;;Zaragoza;LS5011001D;50007;;;L, V, D;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0002;Paseo Maria Agustin nº 36;Edif. Pignatelli;Admon.;976714000;97671300;;Zaragoza;LS5011001D;50004;;;L, V, D;activo;CRITICO;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0004;C/ Padre Marcellan 15, bajo;Padre Marcellan, 15, Bajo;Admon.;974293000;;;Zaragoza;LS5011001D;50015;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0005;Paseo Independencia nº 32;Edif. Independencia - D. G. Tributos;Admon.;;;;Zaragoza;LS5011001D;50001;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0006;C/ Monasterio de Ntra. Sª de los Angeles s/n, bajos;CS Mental Crp Ntra Sra Del Pilar - Pabellon 5;Salud;976341500;;;Zaragoza;;50012;;;L, V, D;activo;ESTANDAR;24x7;976327072 RDSI Local; 650581695 / 710332 Resp. Mantenimiento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0007;C/ Maria de Luna 7;Instituto Tecnologico de Aragon (ITA);Externo;;;;Zaragoza;LS5011001D;50015;5019;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0008;Avda. Alcalde Sainz de Varanda, 15;INAEM Servicios Centrales / C.T.A.;Admon.;976713614;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009;C/ La Coruña 46, bajos;Escuela Insignia de Madera de Aragon;Admon.;379549;;;Zaragoza;LS5011001D;50007;5019;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0010;Glorieta de Pio Xii s/n, bajo (Murallas Romanas);Glorieta de Pio Xii s/n, Bajo (Murallas Romanas);Admon.;393537;;;Zaragoza;LS5011001D;50003;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011;C/ Gregorio Garcia Arista 6-8, 50-Izda;G Garcia Arista 6-8, 50-Izda;Admon.;521319;;;Zaragoza;LS5011001D;50015;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0012;C/ Fray Luis Amigo 4, Pral-A;Pº Constitucion, 12 6ª;Admon.;;;;Zaragoza;;50001;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0013;C/ Franco y Lopez 4-16, bajos (G);Instituto Aragones de la Juventud;Admon.;976716810;;;Zaragoza;LS5011001D;50005;5019;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0014;C/ Escultor Palao 36, bajos;Unid. Salud Mental Delicias;Salud;976320103;619808159 / 749012;;Zaragoza;LS5011001D;50010;5019;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0015;Avda. Duquesa Villahermosa, 66-68;Hospital Psiquiatrico Ntra. Sra. del Pilar;Salud;976331500;876764200;;Zaragoza;LS5011001D;50009;5019;;L, V, D;activo;ESTANDAR;24x7;;"639079781 / 712000; 650581695 / 710332 Resp. Mantenimiento";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0016;C/ Dormer (Diego Jose) 6, bajos;Archivo Historico Provincial Zaragoza;Admon.;976397566;608479879 / 749001;;Zaragoza;LS5011001D;50001;5019;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0017;C/ Doctor Iranzo 6, bajos;Laborat. Sanidad y Prod. Animal;Admon.;;;;Zaragoza;LS5011001D;50013;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0018;C/ Doctor Cerrada 22, bajos;Biblioteca de Aragón;Admon.;976715046;;;Zaragoza;LS5011001D;50005;5019;;L, V, D;activo;ESTANDAR;12X6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0019;C/ Conde Aranda 32-36, 4-A;Conde Aranda 32-36, 4-A;Admon.;283700;;;Zaragoza;LS5011001D;50003;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0020;Camino Juslibol 19, bajo;Camino Juslibol 19, Bajo;Admon.;514240;;;Zaragoza;LS5011001D;50015;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021;Ctra. de Madrid Km 316, bajos;Residencia Infanta Isabel;Admon.;No publico 976332701 / 976329896;;;Zaragoza;LS5011001D;50012;5019;;L, V, D;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0022;Ctra. de Madrid s/n, bajos (Alto Carabinas-Chalet);Centro de Menores Juan de Lanuza;Admon.;No publico 976332840;;;Zaragoza;LS5011001D;50012;5019;;L, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0024;Ctra. de Madrid Km 316, bajo (Casa Tut B Pastor);Casa Tutelar El Buen Pastor;Admon.; No publico 976335223;;;Zaragoza;LS5011001D;50012;5019;;L, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0029;Avda. Cesar Augusto 11, bajo (Acc);Avenida Cesar Augusto 11, Bajo (Acc);Admon.;439988;;;Zaragoza;LS5011001D;50004;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030;Avda. Cataluña 301, bajos;Oficinas Parque Maquinaria ;Admon.;976696370;;;Zaragoza;LS5011001D;50014;5019;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0031;Avda. de la Jota 44, bajos;Centro Social Arrabal;Admon.;291799;;;Zaragoza;LS5011001D;50014;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0032;C/ Argualas 40, nave 4, bajos;Almacen Central de Publicaciones;Admon.;976567524;;;Zaragoza;LS5011001D;50012;5019;;;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0049;"Poligono Malpica- C/ B ;Parc. 73 C/ D 24, bajos";Laboratorio Calidad de Edificación;Admon.;976574443;;;Zaragoza;LS5011001D;50057;5019;;L, D ;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0094;Avda. Juan Pablo II, 20;Direccion Provincial de Educacion;Admon.;976716400;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0097;Avda. Gomez Laguna, 25 10ª Planta;Direccion General de Educacion;Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0127;C/ Palafox 29, bajos;Residencia de Ancianos Palafox;Admon.;293010;;;Zaragoza;LS5011001D;50001;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0202;Nueva Carretera, s/n;Poligono Malpica D Parc. 73;Admon.;;;;Zaragoza;LS5011001D;50057;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0277;Parque Primo de Rivera s/n;Museo Etnologico;Admon.;976553726;;;Zaragoza;LS5011001D;50006;5019;;L, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0282;Paseo Maria Agustin, 26-B;Inst. Aragones de Admon. Publica - IAAP;Admon.;976713377 / 976713388;;;Zaragoza;LS5011001D;50004;5019;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0283;Paseo Fdo El Catolico 2, 2-B;Jefatura de Comercio Interior;Admon.;;;;Zaragoza;LS5011001D;50005;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0296;C/ Poeta G Gomez de Avellaneda 3;Poeta G Gomez de Avellaneda 3;Admon.;524845;;;Zaragoza;LS5011001D;50015;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0297;C/ Poeta Luciano Gracia s/n;Centro Aragonés del Deporte;Admon.;976106202;;;Zaragoza;LS5011001D;50000;5019;;L, D??;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0298;C/ Porvenir 14;Casa de Familia;Admon.;254615;;;Zaragoza;LS5011001D;50006;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0299;C/ Ramiro I de Aragon s/n;Guarderia Monsalud;Admon.;#N/A;;;Zaragoza;LS5011001D;50010;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0300;C/ Ramon y Cajal, 68;Serv. Provincial de Sanidad ZA;Admon.;976715000;;;Zaragoza;LS5011001D;50004;5019;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0302;C/ Santa Lucia 9;Santa Lucia 9;Admon.;;;;Zaragoza;LS5011001D;50003;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0304;C/ Supervia 27;Supervia -  Bienestar Social;Admon.;976715004;;;Zaragoza;LS5011001D;50005;5019;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0308;Urb Parque Roma;Urb Parque Roma;Admon.;536671;;;Zaragoza;LS5011001D;50010;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0309;C/ Utrillas 9;Centro Social la Fuentes;Admon.;428055;;;Zaragoza;LS5011001D;50013;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0310;C/ Vazquez de Mella 8-10;Agencia Provincial;Admon.;;;;Zaragoza;LS5011001D;50009;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0312;Via Universitas 4;Via Universitas 4;Admon.;;;;Zaragoza;LS5011001D;50009;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0315;Paseo M Renovales s/n, bajo;Centro Medicina Deportiva;Admon.;353038;;;Zaragoza;LS5011001D;50006;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0316;C/ Pablo Parellada 46, bajo;Guarderia Aragón;Admon.;#N/A;;;Zaragoza;LS5011001D;50007;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0317;C/ Lagasca 7 ;Menores Lagasca;Admon.;;;;Zaragoza;LS5011001D;50006;5019;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0321;Plaza de los Sitios, 6;Museo Provincial Zaragoza;Admon.;976222181;638896160 / 749072;;Zaragoza;LS5011001D;50001;;;L, V, D;activo;ESTANDAR;12X5;;Mantenimiento/Miguel Ángel Gracia/ 660326847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0322;C/ Teniente Coronel Valenzuela 9;Instituto Aragones de Fomento;Externo;976702101;;;Zaragoza;LS5011001D;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0333;C/ Asin y Palacios, (SAS);Centro Salud Mental Romareda;Salud;976402157;619808159 / 749012;;Zaragoza;LS5011001D;0;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0334;Plaza San Pedro Nolasco, 7 (Mixto 3);Edif. Maristas;Admon.;976715120;976203410;;Zaragoza;LS5011001D;0;;;L, V, D;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0336;Caminode Las Torres, 73;Consejeria Servicios Sociales y Familia;Admon.;432022;;;Zaragoza;LS5011001D;50004;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0340;C/ Poeta Maria Zambrano;Poeta Maria Zambrano;Admon.;;;;Zaragoza;LS5011001D;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0341;C/ Antonio Maura 8, 3º Izda.;Miguel Servet, 59;Admon.;;;;Zaragoza;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0345;Camino de Las Torres, 53;Dir. Prov. IASS Zaragoza (Cº de Las Torres);Admon.;;;;Zaragoza;LS5011001D;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0346;Avda. Cesar Augusto 30 1º H;Consejo Economico y Social de Aragon;Admon.;;;;Zaragoza;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0347;;;Admon.;;;;Zaragoza;;50001;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0348;Paseo de Rosales, 28 Dpdo.;Centro de Att. a la Discapacidad de Zaragoza (CADZA);Admon.;976742823;;;Zaragoza;Q5095007J;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0367;C/ Fernando El Catolico, 63-65;Direccion General de Trabajo;Admon.;976715916;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0375;C/ Canal;Canal;Admon.;;;;Zaragoza;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0376;C/ Jose Pellicer,2;G.I. Santa Maria del Pilar;Admon.;976272487;;;Zaragoza;;;;;L, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0377;Ctra. de Madrid;Ctra. de Madrid;Admon.;;;;Zaragoza;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0390;Avda. Pablo Gargallo, 3;Audiencia Pablo Gargallo;Admon.;;;;Zaragoza;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0391;Paseo Pamplona, 12;Cartografia;Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0392;Ctra. Cogullada, 65;SARGA;Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0393;Plaza Antonio Beltran Martinez, 1 (edif. Trovador);edif. Trovador (Inaga y SARGA);Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0394;Paseo Maria Agustin , 25-27-29;Aragonesa de Servicios Telematicos;Admon.;;;;Zaragoza;LS5011001D;50004;5019;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0395;Avda. Hispanidad, 22;Conservatorio Superior de Musica;Admon.;976716980;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0396;Paseo Independencia nº 28;Servicios Tributarios;Admon.;;;;Zaragoza;LS5011001D;50001;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0397;C/ Mariano Barbasan, 5;ACUPUA;Admon.;976467370;;;Zaragoza;;50006;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0398;C/ Santa Teresa, 30-32;Instituto Aragonés de la Mujer;Admon.;976716720;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0399;C/ Coso, 33-35;Puerta Cinegia-Admon. Local;Admon.;976714421;;;Zaragoza;LS5011001D;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0419;Paseo Maria Agustín, 20;Museo Pablo Serrano;Admon.;976280659;;;Zaragoza;;;;Fibra / AST;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0431;C/ Poeta Luis Cernuda;Centro Base 2 IASS;Admon.;976742823;;;Zaragoza;;;;;;inactivo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0433;C/ San Antonio Abad, 38;Educacion (Rosa Arjón);Admon.;;;;Zaragoza;;;;;no inventario;no se utiliza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0438;C/ Ramon y Cajal, 60;Hospital Provincial Nuestra Sra. de Gracia;Salud;976440022;876764500;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;24x7;976447594 RDSI local;"620204054 / 710298; 626474352 / 791160; responsable Mant; ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0441;C/ Santa Teresa, 19-21;Centro Base-1 IASS;Admon.;976715666;;;Zaragoza;;;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0447;C/ San Antonio Abad, 38 (antiguo C.P. Rosa Arjo) ;CAREI - edif. Rosa Arjo;Admon.;976713493;;;Zaragoza;;50010;5001;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0448;Paseo Maria Agustin, 58 Local;D. G. Urbanismo;Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0450;C/ Doctor Cerrada 3, bajos;Oficina Empleo Centro-Zaragoza;Admon.;976216157;;;Zaragoza;LS5011001D;50005;5019;Fibra / Telefonica;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0451;C/ Santander, 3-5;Oficina Empleo Santander-Zaragoza;Admon.;976353834;;;Zaragoza;LS5011001D;50005;5019;Fibra / Telefonica;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0452;Plaza La Convivencia, 1 (Via Universitas 36);Consejeria de Salud - edif. Esquinas Psiq.;Admon.;976713478;;;Zaragoza;LS5011001D;50017;5019;;L, V, D;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0454;C/ Monterregado, 21-27;Oficina Empleo Torrero-Zaragoza;Admon.;976251685;;;Zaragoza;;50007;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0456;C/ Mariano Turmo, 24;Oficina Empleo Arrabal-Zaragoza;Admon.;;;;Zaragoza;;50015;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0457;Avda. Pablo Gargallo, 29-33;Oficina Empleo Pablo Gargallo-Zaragoza;Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0458;C/ Compromiso de Caspe, 4-10;Oficina Empleo San Jose-Zaragoza;Admon.;976496712;;;Zaragoza;;50008;;VPN IP / Telefonica;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0460;Avda. María Zambrano, 2;CARTV;Externo;;;;Zaragoza;;;;;bien;activo;ESTANDAR;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0462;C/ Joaquín Costa, 18;Intervención (C/ Costa);Admon.;976715209;;;Zaragoza;LS5011001D;50007;;;L, V, D;activo;ESTANDAR;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
